,location,size,total_sqft,bath,price,bhk,price_per_sqft
335,Ambedkar Nagar,3 BHK,1852.0,4.0,122.0,3,6587.473002159827
336,Ambedkar Nagar,3 BHK,1950.0,4.0,120.0,3,6153.846153846153
337,Ambedkar Nagar,3 BHK,1852.0,3.0,125.0,3,6749.4600431965455
338,Ambedkar Nagar,3 BHK,1850.0,4.0,121.0,3,6540.540540540541
339,Ambedkar Nagar,2 BHK,1425.0,2.0,94.0,2,6596.491228070176
340,Ambedkar Nagar,3 BHK,2395.0,4.0,150.0,3,6263.048016701461
341,Amruthahalli,2 BHK,900.0,2.0,40.0,2,4444.444444444444
342,Amruthahalli,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
343,Amruthahalli,3 Bedroom,1900.0,3.0,135.0,3,7105.263157894738
344,Amruthahalli,2 BHK,924.0,2.0,45.0,2,4870.129870129871
345,Amruthahalli,2 BHK,900.0,2.0,60.0,2,6666.666666666668
346,Amruthahalli,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
347,Amruthahalli,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
348,Amruthahalli,3 BHK,1450.0,2.0,85.0,3,5862.068965517241
349,Amruthahalli,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
350,Amruthahalli,2 BHK,1250.0,2.0,79.0,2,6320.0
351,Amruthahalli,2 BHK,1190.0,2.0,50.0,2,4201.680672268908
352,Amruthahalli,2 BHK,1202.0,2.0,65.0,2,5407.65391014975
353,Amruthahalli,2 BHK,1340.0,2.0,75.0,2,5597.014925373133
354,Amruthahalli,3 BHK,2650.0,4.0,175.0,3,6603.773584905661
355,Amruthahalli,3 BHK,1450.0,2.0,90.0,3,6206.896551724139
356,Amruthahalli,2 BHK,1025.0,2.0,42.0,2,4097.560975609757
357,Amruthahalli,1 BHK,485.0,1.0,19.5,1,4020.6185567010307
358,Anandapura,2 BHK,1167.0,2.0,43.76,2,3749.785775492716
359,Anandapura,2 Bedroom,1000.0,2.0,55.0,2,5500.0
360,Anandapura,2 BHK,1141.0,2.0,42.79,2,3750.2191060473274
361,Anandapura,2 Bedroom,1200.0,2.0,67.0,2,5583.333333333332
362,Anandapura,2 Bedroom,1200.0,2.0,58.0,2,4833.333333333333
363,Anandapura,2 BHK,1151.0,2.0,43.1,2,3744.569939183319
364,Anandapura,2 BHK,1141.0,2.0,42.75,2,3746.713409290097
365,Anandapura,2 Bedroom,900.0,2.0,48.0,2,5333.333333333333
366,Anandapura,4 Bedroom,1749.0,4.0,90.0,4,5145.797598627787
367,Anandapura,2 BHK,1151.0,2.0,42.9,2,3727.193744569939
368,Anandapura,2 BHK,1250.0,2.0,45.0,2,3600.0
369,Anandapura,2 BHK,1151.0,2.0,43.16,2,3749.7827975673326
370,Anandapura,2 Bedroom,1200.0,2.0,58.0,2,4833.333333333333
371,Anandapura,3 Bedroom,1200.0,2.0,66.0,3,5500.0
372,Anandapura,3 Bedroom,1415.0,2.0,74.0,3,5229.681978798587
373,Anandapura,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
374,Anandapura,2 BHK,1141.0,2.0,50.0,2,4382.1209465381235
375,Ananth Nagar,1 BHK,500.0,1.0,14.0,1,2800.0
376,Ananth Nagar,2 BHK,1100.0,2.0,31.5,2,2863.6363636363635
377,Ananth Nagar,2 BHK,982.0,2.0,24.55,2,2500.0
378,Ananth Nagar,1 BHK,500.0,2.0,14.0,1,2800.0
379,Ananth Nagar,2 BHK,900.0,2.0,22.5,2,2500.0
380,Ananth Nagar,2 BHK,908.0,2.0,26.0,2,2863.4361233480176
381,Ananth Nagar,2 BHK,870.0,2.0,36.0,2,4137.931034482759
382,Ananth Nagar,2 BHK,937.0,2.0,35.0,2,3735.325506937033
383,Ananth Nagar,2 BHK,960.0,2.0,37.0,2,3854.166666666666
384,Ananth Nagar,1 BHK,500.0,1.0,14.0,1,2800.0
385,Ananth Nagar,2 BHK,1000.0,2.0,29.7,2,2970.0
386,Ananth Nagar,2 BHK,850.0,2.0,25.99,2,3057.6470588235293
387,Ananth Nagar,2 BHK,902.0,2.0,25.26,2,2800.4434589800444
388,Ananth Nagar,3 BHK,1470.0,3.0,54.0,3,3673.4693877551017
389,Ananth Nagar,2 BHK,810.0,2.0,25.5,2,3148.1481481481487
390,Ananth Nagar,2 BHK,890.0,2.0,27.0,2,3033.707865168539
391,Ananth Nagar,2 BHK,1200.0,2.0,36.0,2,3000.0
392,Ananth Nagar,3 BHK,1319.0,3.0,42.0,3,3184.2304776345723
393,Ananth Nagar,2 BHK,1000.0,2.0,25.0,2,2500.0
394,Ananth Nagar,2 BHK,902.0,2.0,25.0,2,2771.6186252771613
395,Ananth Nagar,2 BHK,930.0,2.0,25.99,2,2794.6236559139784
396,Ananth Nagar,2 BHK,1074.0,2.0,26.85,2,2500.0
397,Ananth Nagar,1 BHK,500.0,1.0,14.0,1,2800.0
398,Ananth Nagar,2 BHK,1010.0,2.0,38.0,2,3762.3762376237614
399,Ananth Nagar,2 BHK,992.0,2.0,24.8,2,2500.0
400,Anekal,2 BHK,656.0,2.0,22.0,2,3353.6585365853657
401,Anekal,2 BHK,620.0,2.0,22.0,2,3548.3870967741937
402,Anekal,1 BHK,600.0,1.0,16.5,1,2750.0
403,Anekal,2 BHK,925.0,2.0,40.0,2,4324.324324324324
404,Anekal,1 BHK,530.0,1.0,18.0,1,3396.22641509434
405,Anekal,3 Bedroom,1800.0,3.0,68.0,3,3777.777777777778
406,Anekal,1 RK,351.0,1.0,16.0,1,4558.404558404558
407,Anekal,2 BHK,1035.0,2.0,38.3,2,3700.4830917874388
408,Anekal,2 BHK,888.0,2.0,34.0,2,3828.8288288288286
409,Anekal,4 Bedroom,1200.0,2.0,36.0,4,3000.0
410,Anekal,2 BHK,766.0,2.0,28.0,2,3655.3524804177546
411,Anekal,3 BHK,967.0,2.0,45.0,3,4653.567735263702
412,Anekal,2 BHK,620.0,1.0,23.5,2,3790.322580645162
413,Anekal,3 BHK,1150.0,3.0,45.0,3,3913.04347826087
414,Anekal,1 BHK,400.0,1.0,11.5,1,2875.0
415,Anekal,1 BHK,456.0,1.0,15.0,1,3289.4736842105267
416,Anekal,3 Bedroom,2400.0,4.0,95.0,3,3958.333333333334
417,Anekal,1 BHK,420.0,1.0,12.5,1,2976.190476190476
418,Anekal,2 BHK,614.0,1.0,28.0,2,4560.260586319218
419,Anekal,2 BHK,1140.0,2.0,52.0,2,4561.4035087719285
420,Anekal,2 BHK,625.0,1.0,25.0,2,4000.0
421,Anjanapura,4 BHK,1850.0,4.0,86.0,4,4648.648648648648
422,Anjanapura,2 BHK,1070.0,2.0,39.0,2,3644.859813084112
423,Anjanapura,3 Bedroom,1500.0,3.0,121.0,3,8066.666666666668
424,Anjanapura,2 BHK,1070.0,2.0,37.0,2,3457.943925233645
425,Anjanapura,2 BHK,950.0,2.0,40.0,2,4210.526315789473
426,Anjanapura,3 BHK,1280.0,2.0,45.0,3,3515.625
427,Anjanapura,2 BHK,710.0,2.0,25.0,2,3521.1267605633802
428,Anjanapura,2 BHK,950.0,2.0,32.0,2,3368.421052631579
429,Anjanapura,4 BHK,1800.0,4.0,55.0,4,3055.555555555556
430,Anjanapura,3 BHK,1843.0,3.0,87.54,3,4749.864351600651
431,Anjanapura,2 BHK,1076.0,2.0,30.13,2,2800.185873605948
432,Anjanapura,2 BHK,950.0,2.0,30.0,2,3157.894736842105
433,Ardendale,3 BHK,1750.0,3.0,100.0,3,5714.285714285716
434,Ardendale,4 BHK,3198.0,4.0,200.0,4,6253.908692933083
435,Ardendale,4 BHK,2422.0,4.0,160.0,4,6606.110652353426
436,Ardendale,3 BHK,1750.0,3.0,100.0,3,5714.285714285716
437,Ardendale,4 Bedroom,3200.0,4.0,205.0,4,6406.25
438,Ardendale,3 BHK,1728.0,3.0,95.0,3,5497.685185185185
439,Ardendale,4 BHK,2062.0,3.0,140.0,4,6789.52473326867
440,Ardendale,3 BHK,1732.46,3.0,92.0,3,5310.367916142364
441,Ardendale,4 BHK,2062.0,3.0,150.0,4,7274.4907856450045
442,Ardendale,2 BHK,1224.0,2.0,70.0,2,5718.954248366013
443,Ardendale,3 BHK,1777.26,3.0,105.0,3,5907.970696465345
444,Ardendale,3 BHK,1650.0,3.0,82.0,3,4969.69696969697
445,Ardendale,4 BHK,2062.0,3.0,140.0,4,6789.52473326867
446,Ardendale,3 BHK,1650.0,3.0,82.0,3,4969.69696969697
447,Ardendale,2 BHK,1224.0,2.0,67.0,2,5473.856209150327
448,Ardendale,3 BHK,1723.0,3.0,95.0,3,5513.6390017411495
449,Ardendale,3 BHK,1777.26,3.0,89.0,3,5007.708495099198
450,Ardendale,3 BHK,1777.26,3.0,92.0,3,5176.507657855351
451,Arekere,3 BHK,2060.0,3.0,140.0,3,6796.116504854369
452,Arekere,2 BHK,920.0,2.0,40.0,2,4347.826086956522
453,Arekere,3 BHK,1740.0,2.0,95.0,3,5459.770114942528
454,Arekere,2 BHK,1190.0,2.0,55.0,2,4621.848739495797
455,Arekere,1 BHK,600.0,1.0,28.0,1,4666.666666666667
456,Arekere,3 BHK,2072.0,3.0,108.0,3,5212.355212355213
457,Arekere,2 BHK,1100.0,2.0,55.0,2,5000.0
458,Arekere,2 BHK,900.0,2.0,50.0,2,5555.555555555556
460,Arekere,2 BHK,1240.0,2.0,60.0,2,4838.709677419355
461,Arekere,2 BHK,900.0,2.0,44.5,2,4944.444444444444
462,Attibele,1 BHK,450.0,1.0,11.0,1,2444.444444444445
463,Attibele,4 Bedroom,1600.0,4.0,52.8,4,3300.0
464,Attibele,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
465,Attibele,1 BHK,400.0,1.0,11.0,1,2750.0
466,Attibele,1 BHK,400.0,1.0,12.0,1,3000.0
467,Attibele,1 BHK,400.0,1.0,14.0,1,3500.0
468,Attibele,1 BHK,500.0,1.0,17.0,1,3400.0
469,Attibele,4 Bedroom,2168.0,4.0,95.0,4,4381.918819188192
470,Attibele,1 BHK,395.0,1.0,10.25,1,2594.93670886076
471,Attibele,1 BHK,420.0,1.0,17.0,1,4047.6190476190477
472,Attibele,1 BHK,418.0,1.0,12.0,1,2870.813397129187
473,Attibele,2 BHK,1200.0,2.0,42.0,2,3500.0
474,Attibele,1 BHK,400.0,1.0,10.0,1,2500.0
475,Attibele,2 BHK,695.0,1.0,25.0,2,3597.1223021582728
476,Attibele,2 BHK,850.0,1.0,25.0,2,2941.1764705882347
477,Attibele,3 Bedroom,2400.0,3.0,120.0,3,5000.0
478,Attibele,1 BHK,450.0,1.0,12.5,1,2777.777777777778
479,Attibele,1 BHK,782.0,1.0,19.55,1,2500.0
480,Attibele,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
481,Attibele,1 BHK,400.0,1.0,11.5,1,2875.0
482,Attibele,1 BHK,460.0,1.0,13.0,1,2826.086956521739
483,Attibele,1 BHK,418.0,2.0,11.5,1,2751.1961722488036
484,Attibele,2 Bedroom,1000.0,2.0,42.0,2,4200.0
485,Attibele,1 BHK,550.0,1.0,11.5,1,2090.909090909091
486,Attibele,1 BHK,410.0,1.0,10.0,1,2439.0243902439024
487,Attibele,3 Bedroom,1700.0,3.0,65.0,3,3823.529411764706
488,Attibele,1 BHK,400.0,1.0,10.25,1,2562.5
489,Attibele,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
490,Attibele,3 Bedroom,1500.0,3.0,90.0,3,6000.0
491,Attibele,1 BHK,520.0,1.0,15.0,1,2884.615384615385
492,BEML Layout,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
493,BEML Layout,2 BHK,999.0,2.0,45.0,2,4504.5045045045035
494,BEML Layout,5 Bedroom,2400.0,4.0,225.0,5,9375.0
495,BEML Layout,2 BHK,1194.0,2.0,65.0,2,5443.886097152429
496,BEML Layout,2 BHK,1200.0,2.0,67.0,2,5583.333333333332
497,BEML Layout,2 Bedroom,2400.0,2.0,228.0,2,9500.0
498,BEML Layout,2 BHK,1194.0,2.0,65.0,2,5443.886097152429
500,BTM 2nd Stage,2 BHK,950.0,2.0,52.0,2,5473.684210526316
501,BTM 2nd Stage,3 BHK,1850.0,3.0,170.0,3,9189.18918918919
502,BTM 2nd Stage,2 BHK,1200.0,2.0,80.0,2,6666.666666666668
503,BTM 2nd Stage,2 BHK,1274.0,2.0,70.0,2,5494.5054945054935
504,BTM 2nd Stage,2 BHK,1070.0,2.0,48.0,2,4485.981308411216
505,BTM 2nd Stage,2 BHK,1280.0,2.0,80.0,2,6250.0
506,BTM 2nd Stage,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
507,BTM 2nd Stage,2 BHK,1000.0,2.0,58.0,2,5800.0
508,BTM 2nd Stage,5 Bedroom,2990.0,5.0,416.0,5,13913.04347826087
509,BTM 2nd Stage,2 BHK,1265.0,2.0,55.0,2,4347.826086956522
510,BTM 2nd Stage,3 BHK,2200.0,3.0,220.0,3,10000.0
511,BTM 2nd Stage,3 BHK,2780.0,4.0,325.0,3,11690.647482014387
512,BTM 2nd Stage,3 Bedroom,2400.0,2.0,360.0,3,15000.0
513,BTM 2nd Stage,2 BHK,965.0,2.0,56.0,2,5803.108808290155
514,BTM 2nd Stage,2 BHK,1147.0,2.0,75.0,2,6538.7968613775065
515,BTM 2nd Stage,3 BHK,1750.0,3.0,172.0,3,9828.57142857143
516,BTM 2nd Stage,2 BHK,1400.0,2.0,90.0,2,6428.571428571428
517,BTM 2nd Stage,2 BHK,1200.0,2.0,70.0,2,5833.333333333332
518,BTM 2nd Stage,2 BHK,1100.0,2.0,47.0,2,4272.727272727273
519,BTM 2nd Stage,2 BHK,930.0,2.0,46.0,2,4946.236559139785
520,BTM 2nd Stage,3 BHK,2500.0,3.0,345.0,3,13800.0
521,BTM Layout,2 BHK,1150.0,2.0,63.0,2,5478.260869565217
522,BTM Layout,6 Bedroom,3300.0,6.0,165.0,6,5000.0
523,BTM Layout,3 BHK,1450.0,2.0,81.0,3,5586.206896551724
524,BTM Layout,3 BHK,1776.0,2.0,75.0,3,4222.972972972973
525,BTM Layout,3 BHK,1458.0,3.0,79.0,3,5418.38134430727
526,BTM Layout,2 BHK,935.0,2.0,51.5,2,5508.021390374332
527,BTM Layout,2 BHK,1020.0,2.0,46.5,2,4558.823529411765
528,BTM Layout,3 BHK,1600.0,3.0,112.0,3,7000.0
529,BTM Layout,3 BHK,1300.0,2.0,75.0,3,5769.23076923077
530,BTM Layout,3 BHK,1540.0,2.0,78.0,3,5064.9350649350645
531,BTM Layout,1 BHK,450.0,1.0,20.0,1,4444.444444444444
532,BTM Layout,2 BHK,1196.0,2.0,56.81,2,4750.0
533,BTM Layout,3 BHK,1470.0,2.0,99.0,3,6734.693877551021
534,Babusapalaya,3 BHK,1611.0,2.0,66.0,3,4096.834264432029
535,Babusapalaya,3 BHK,1675.0,3.0,75.0,3,4477.611940298509
536,Babusapalaya,2 BHK,1141.0,2.0,46.0,2,4031.5512708150745
537,Babusapalaya,2 BHK,1500.0,2.0,57.0,2,3800.0
538,Babusapalaya,2 BHK,1050.0,2.0,45.0,2,4285.714285714285
539,Babusapalaya,2 BHK,1141.0,2.0,45.9,2,4022.787028921998
540,Babusapalaya,3 BHK,1230.0,3.0,53.0,3,4308.943089430894
541,Babusapalaya,2 BHK,1105.0,2.0,40.0,2,3619.9095022624433
542,Babusapalaya,3 BHK,1410.0,2.0,65.0,3,4609.9290780141855
543,Babusapalaya,2 BHK,1450.0,2.0,55.99,2,3861.3793103448274
544,Babusapalaya,2 BHK,1100.0,2.0,38.0,2,3454.5454545454545
545,Babusapalaya,2 BHK,1061.0,2.0,33.84,2,3189.4439208294066
546,Babusapalaya,2 BHK,1061.0,2.0,38.95,2,3671.0650329877476
547,Babusapalaya,2 BHK,1061.0,2.0,34.0,2,3204.5240339302545
548,Babusapalaya,2 BHK,1245.0,2.0,58.0,2,4658.634538152611
549,Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
550,Badavala Nagar,2 BHK,1274.0,2.0,81.0,2,6357.927786499216
551,Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,6243.213897937025
552,Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
553,Badavala Nagar,2 BHK,1274.0,2.0,81.0,2,6357.927786499216
554,Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
555,Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,6243.213897937025
556,Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,6243.213897937025
557,Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,6243.213897937025
558,Balagere,2 BHK,1210.0,2.0,80.9,2,6685.9504132231405
559,Balagere,2 BHK,1210.0,2.0,72.0,2,5950.413223140496
560,Balagere,2 BHK,1205.0,2.0,78.5,2,6514.522821576764
561,Balagere,1 BHK,790.5,1.0,41.9,1,5300.44275774826
562,Balagere,2 BHK,1020.07,2.0,68.38,2,6703.461527150096
563,Balagere,2 BHK,1205.47,2.0,81.0,2,6719.370867794304
564,Balagere,2 BHK,1007.0,2.0,65.0,2,6454.816285998014
565,Balagere,2 BHK,1210.0,2.0,74.0,2,6115.702479338843
566,Balagere,2 BHK,1210.0,2.0,83.0,2,6859.504132231405
567,Balagere,1 BHK,675.0,1.0,45.0,1,6666.666666666668
568,Balagere,1 BHK,656.0,1.0,43.0,1,6554.878048780488
569,Balagere,2 BHK,1012.0,2.0,64.0,2,6324.110671936759
570,Balagere,2 BHK,1007.0,2.0,62.0,2,6156.901688182721
571,Balagere,2 BHK,1007.0,2.0,67.0,2,6653.4260178748755
572,Balagere,2 BHK,1007.0,2.0,66.0,2,6554.121151936445
573,Balagere,1 BHK,645.0,1.0,34.18,1,5299.224806201551
574,Balagere,1 BHK,790.5,1.0,42.295,1,5350.411132194813
575,Balagere,2 BHK,1012.0,2.0,65.0,2,6422.924901185772
576,Balagere,1 BHK,656.0,1.0,38.77,1,5910.060975609757
577,Balagere,1 BHK,645.0,1.0,39.0,1,6046.511627906978
578,Balagere,1 BHK,645.0,1.0,41.0,1,6356.5891472868225
579,Balagere,2 BHK,1210.0,2.0,82.0,2,6776.859504132231
580,Balagere,1 BHK,656.0,1.0,34.77,1,5300.304878048782
581,Balagere,2 BHK,1205.0,2.0,73.87,2,6130.290456431534
582,Balagere,2 BHK,1012.0,2.0,70.0,2,6916.99604743083
583,Balagere,2 BHK,1007.0,2.0,68.0,2,6752.730883813307
584,Balagere,2 BHK,1205.0,2.0,79.0,2,6556.016597510374
585,Balagere,2 BHK,1012.0,2.0,68.0,2,6719.367588932806
586,Banashankari,2 BHK,1077.0,2.0,37.64,2,3494.8932219127205
587,Banashankari,3 BHK,1470.0,2.0,88.64,3,6029.931972789115
588,Banashankari,3 BHK,1300.0,2.0,75.0,3,5769.23076923077
589,Banashankari,3 BHK,1800.0,3.0,115.0,3,6388.88888888889
590,Banashankari,2 BHK,1125.0,2.0,63.0,2,5600.0
591,Banashankari,2 BHK,1310.0,2.0,80.0,2,6106.870229007634
592,Banashankari,3 BHK,2600.0,4.0,135.0,3,5192.307692307692
593,Banashankari,3 BHK,1900.0,2.0,170.0,3,8947.368421052632
594,Banashankari,2 BHK,1260.0,2.0,75.0,2,5952.380952380952
595,Banashankari,2 BHK,1170.0,2.0,46.79,2,3999.145299145299
596,Banashankari,3 BHK,1350.0,2.0,83.0,3,6148.148148148148
597,Banashankari,2 BHK,1330.0,2.0,78.0,2,5864.66165413534
598,Banashankari,3 BHK,1400.0,2.0,78.0,3,5571.428571428572
599,Banashankari,3 BHK,1700.0,3.0,125.0,3,7352.941176470588
600,Banashankari,2 BHK,1020.0,2.0,40.79,2,3999.0196078431372
601,Banashankari,2 BHK,1600.0,2.0,63.98,2,3998.75
602,Banashankari,2 BHK,1041.0,2.0,36.44,2,3500.480307396734
603,Banashankari,1 BHK,2400.0,1.0,200.0,1,8333.333333333334
604,Banashankari,2 BHK,1390.0,2.0,86.0,2,6187.0503597122315
605,Banashankari,2 BHK,1460.0,2.0,70.0,2,4794.520547945205
606,Banashankari,2 BHK,1200.0,2.0,60.0,2,5000.0
607,Banashankari,2 BHK,1290.0,2.0,80.0,2,6201.5503875969
608,Banashankari,2 BHK,1186.0,2.0,65.0,2,5480.607082630691
609,Banashankari,3 BHK,1650.0,3.0,101.0,3,6121.212121212122
610,Banashankari,2 BHK,1181.0,2.0,75.0,2,6350.550381033023
611,Banashankari,2 BHK,1105.0,2.0,90.0,2,8144.796380090498
612,Banashankari,1 BHK,720.0,1.0,60.0,1,8333.333333333334
613,Banashankari,2 BHK,1040.0,2.0,45.0,2,4326.923076923077
614,Banashankari,2 BHK,1330.0,2.0,77.0,2,5789.473684210528
615,Banashankari,2 BHK,1200.0,2.0,49.0,2,4083.333333333334
616,Banashankari,2 BHK,1185.0,2.0,67.0,2,5654.008438818564
617,Banashankari,2 BHK,1000.0,2.0,50.0,2,5000.0
618,Banashankari,3 BHK,1650.0,3.0,90.75,3,5500.0
619,Banashankari,3 BHK,1650.0,3.0,101.0,3,6121.212121212122
620,Banashankari,2 BHK,1310.0,2.0,80.43,2,6139.69465648855
621,Banashankari,2 BHK,600.0,1.0,27.0,2,4500.0
622,Banashankari,2 BHK,1430.0,2.0,87.8,2,6139.86013986014
623,Banashankari,2 BHK,1020.0,2.0,42.83,2,4199.019607843137
624,Banashankari,3 BHK,1540.0,3.0,80.0,3,5194.805194805194
625,Banashankari,3 BHK,1683.0,3.0,115.0,3,6833.036244800951
626,Banashankari,3 BHK,1800.0,3.0,125.0,3,6944.444444444444
627,Banashankari,2 BHK,1175.0,2.0,41.13,2,3500.4255319148942
628,Banashankari,2 BHK,1450.0,2.0,50.75,2,3500.0
629,Banashankari,3 BHK,1770.0,3.0,108.0,3,6101.694915254238
630,Banashankari,3 BHK,1800.0,3.0,125.0,3,6944.444444444444
631,Banashankari,3 BHK,1200.0,3.0,74.52,3,6210.0
632,Banashankari,2 BHK,1100.0,2.0,63.0,2,5727.272727272727
633,Banashankari,2 BHK,1020.0,2.0,40.79,2,3999.0196078431372
634,Banashankari,2 BHK,1260.0,2.0,75.0,2,5952.380952380952
635,Banashankari,3 BHK,1426.0,3.0,85.0,3,5960.729312762974
636,Banashankari Stage II,2 BHK,1700.0,2.0,150.0,2,8823.529411764706
637,Banashankari Stage II,4 Bedroom,1200.0,2.0,150.0,4,12500.0
638,Banashankari Stage II,3 BHK,1500.0,2.0,120.0,3,8000.0
639,Banashankari Stage II,5 Bedroom,2400.0,3.0,510.0,5,21250.0
640,Banashankari Stage II,3 BHK,1240.0,2.0,59.52,3,4800.0
641,Banashankari Stage II,2 BHK,1250.0,2.0,110.0,2,8800.0
642,Banashankari Stage II,3 BHK,1260.0,2.0,95.0,3,7539.682539682541
643,Banashankari Stage II,3 Bedroom,2400.0,2.0,300.0,3,12500.0
644,Banashankari Stage II,2 BHK,1400.0,2.0,100.0,2,7142.857142857143
645,Banashankari Stage II,5 BHK,2800.0,3.0,425.0,5,15178.571428571431
646,Banashankari Stage II,3 Bedroom,3000.0,3.0,450.0,3,15000.0
647,Banashankari Stage II,3 BHK,1200.0,2.0,198.0,3,16500.0
648,Banashankari Stage II,2 BHK,1245.0,2.0,125.0,2,10040.16064257028
649,Banashankari Stage III,3 BHK,1305.0,2.0,58.7,3,4498.08429118774
650,Banashankari Stage III,2 BHK,1145.0,2.0,58.4,2,5100.436681222707
651,Banashankari Stage III,3 BHK,1650.0,3.0,118.0,3,7151.515151515153
652,Banashankari Stage III,4 Bedroom,2400.0,4.0,240.0,4,10000.0
653,Banashankari Stage III,3 BHK,1350.0,2.0,68.0,3,5037.0370370370365
654,Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3,4521.072796934865
655,Banashankari Stage III,3 BHK,1305.0,2.0,60.0,3,4597.7011494252865
656,Banashankari Stage III,2 BHK,1200.0,2.0,42.0,2,3500.0
657,Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3,4521.072796934865
658,Banashankari Stage III,3 BHK,1480.0,3.0,75.48,3,5100.0
659,Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3,4521.072796934865
660,Banashankari Stage III,2 BHK,1304.0,2.0,111.0,2,8512.269938650306
661,Banashankari Stage III,6 Bedroom,3000.0,6.0,150.0,6,5000.0
662,Banashankari Stage III,2 BHK,1085.0,2.0,50.0,2,4608.294930875576
663,Banashankari Stage III,3 BHK,1500.0,2.0,100.0,3,6666.666666666668
664,Banashankari Stage III,4 Bedroom,2100.0,3.0,147.0,4,7000.0
665,Banashankari Stage III,3 BHK,1420.0,2.0,95.0,3,6690.140845070424
666,Banashankari Stage V,3 BHK,1300.0,2.0,58.5,3,4500.0
667,Banashankari Stage V,3 BHK,1305.0,2.0,49.0,3,3754.7892720306513
668,Banashankari Stage V,2 BHK,1035.0,2.0,35.77,2,3456.0386473429962
669,Banashankari Stage V,3 BHK,1355.0,2.0,61.0,3,4501.8450184501835
670,Banashankari Stage V,3 BHK,1510.0,3.0,47.57,3,3150.3311258278145
671,Banashankari Stage V,3 BHK,1650.0,3.0,51.98,3,3150.3030303030305
672,Banashankari Stage V,3 BHK,1630.0,3.0,51.35,3,3150.306748466258
673,Banashankari Stage V,3 BHK,1510.0,3.0,47.57,3,3150.3311258278145
674,Banashankari Stage V,3 BHK,1315.0,2.0,49.0,3,3726.235741444867
675,Banashankari Stage V,3 BHK,1540.0,3.0,48.51,3,3150.0
676,Banashankari Stage V,2 BHK,920.0,2.0,41.5,2,4510.869565217391
677,Banashankari Stage VI,2 BHK,1177.5,2.0,59.935,2,5090.021231422506
678,Banashankari Stage VI,4 Bedroom,4800.0,4.0,190.0,4,3958.333333333334
679,Banashankari Stage VI,4 Bedroom,2800.0,4.0,89.0,4,3178.5714285714284
680,Banashankari Stage VI,4 Bedroom,2200.0,4.0,195.0,4,8863.636363636364
681,Banashankari Stage VI,2 BHK,1160.0,2.0,59.0,2,5086.206896551725
682,Banashankari Stage VI,2 BHK,1180.0,2.0,59.47,2,5039.830508474576
683,Banashankari Stage VI,3 BHK,1423.0,2.0,71.73,3,5040.7589599437815
684,Banashankari Stage VI,3 BHK,1392.0,3.0,69.46,3,4989.942528735632
685,Banashankari Stage VI,3 BHK,1410.5,2.0,70.385,3,4990.074441687346
686,Banashankari Stage VI,4 Bedroom,4800.0,3.0,200.0,4,4166.666666666667
687,Banaswadi,2 BHK,1184.0,2.0,53.0,2,4476.351351351352
688,Banaswadi,2 BHK,1145.0,2.0,55.0,2,4803.493449781659
689,Banaswadi,2 BHK,1250.0,2.0,60.0,2,4800.0
690,Banaswadi,2 BHK,1365.0,2.0,73.0,2,5347.985347985348
691,Banaswadi,5 Bedroom,1903.0,6.0,140.0,5,7356.805044666317
692,Banaswadi,2 BHK,1222.0,2.0,80.0,2,6546.644844517185
693,Banaswadi,2 BHK,870.0,2.0,38.0,2,4367.816091954023
694,Banaswadi,2 BHK,1200.0,2.0,60.0,2,5000.0
695,Banaswadi,1 RK,527.0,1.0,35.0,1,6641.366223908918
696,Banaswadi,2 BHK,1340.0,2.0,73.0,2,5447.761194029851
697,Banaswadi,2 BHK,1008.0,2.0,52.0,2,5158.730158730159
698,Banaswadi,2 BHK,1105.0,2.0,57.0,2,5158.371040723982
699,Banjara Layout,2 Bedroom,1200.0,2.0,70.0,2,5833.333333333332
700,Banjara Layout,2 Bedroom,1050.0,2.0,64.8,2,6171.428571428572
701,Banjara Layout,2 Bedroom,753.0,3.0,59.5,2,7901.726427622842
702,Banjara Layout,3 Bedroom,2500.0,4.0,140.0,3,5600.0
704,Bannerghatta,3 BHK,1665.0,3.0,110.0,3,6606.606606606607
705,Bannerghatta,3 BHK,2370.0,4.0,195.0,3,8227.848101265823
706,Bannerghatta,2 BHK,1100.0,2.0,66.0,2,6000.0
